id,volume,timestamp,demand_response_id,created_at,updated_at
91,21.9336343868321,2016-01-29 12:30:00 +0200,11,2016-01-29 12:23:08 +0200,2016-01-29 12:23:08 +0200
92,9.04520578245825,2016-01-29 12:45:00 +0200,11,2016-01-29 12:23:08 +0200,2016-01-29 12:23:08 +0200
93,6.65539836688872,2016-01-29 13:00:00 +0200,11,2016-01-29 12:23:08 +0200,2016-01-29 12:23:08 +0200
94,26.5504889791038,2016-01-29 13:15:00 +0200,11,2016-01-29 12:23:08 +0200,2016-01-29 12:23:08 +0200
95,31.7526187920214,2016-01-29 13:30:00 +0200,11,2016-01-29 12:23:08 +0200,2016-01-29 12:23:08 +0200
96,41.9315778619691,2016-01-29 13:45:00 +0200,11,2016-01-29 12:23:08 +0200,2016-01-29 12:23:08 +0200
97,32.7611635714349,2016-01-29 14:00:00 +0200,11,2016-01-29 12:23:08 +0200,2016-01-29 12:23:08 +0200
98,22.1053246278032,2016-01-29 14:15:00 +0200,11,2016-01-29 12:23:08 +0200,2016-01-29 12:23:08 +0200
99,12.5825647834459,2016-01-29 14:30:00 +0200,11,2016-01-29 12:23:08 +0200,2016-01-29 12:23:08 +0200
100,43.9174889946749,2016-01-29 14:45:00 +0200,11,2016-01-29 12:23:08 +0200,2016-01-29 12:23:08 +0200
291,8.89083692683309,2016-04-19 10:15:00 +0300,33,2016-04-19 10:13:08 +0300,2016-04-19 10:13:08 +0300
292,47.3320023869791,2016-04-19 10:30:00 +0300,33,2016-04-19 10:13:08 +0300,2016-04-19 10:13:08 +0300
293,25.4437479956717,2016-04-19 10:45:00 +0300,33,2016-04-19 10:13:08 +0300,2016-04-19 10:13:08 +0300
294,13.2557826171803,2016-04-19 11:00:00 +0300,33,2016-04-19 10:13:08 +0300,2016-04-19 10:13:08 +0300
295,39.2652271219263,2016-04-19 11:15:00 +0300,33,2016-04-19 10:13:08 +0300,2016-04-19 10:13:08 +0300
296,16.3231638602909,2016-04-19 11:30:00 +0300,33,2016-04-19 10:13:08 +0300,2016-04-19 10:13:08 +0300
297,13.487367047431,2016-04-19 11:45:00 +0300,33,2016-04-19 10:13:08 +0300,2016-04-19 10:13:08 +0300
298,15.1546167825467,2016-04-19 12:00:00 +0300,33,2016-04-19 10:13:08 +0300,2016-04-19 10:13:08 +0300
299,48.2715323638928,2016-04-19 12:15:00 +0300,33,2016-04-19 10:13:08 +0300,2016-04-19 10:13:08 +0300
300,45.8007553244379,2016-04-19 12:30:00 +0300,33,2016-04-19 10:13:08 +0300,2016-04-19 10:13:08 +0300
111,6.55188385910761,2016-02-01 13:00:00 +0200,13,2016-02-01 12:53:49 +0200,2016-02-01 12:53:49 +0200
112,6.89199948160862,2016-02-01 13:15:00 +0200,13,2016-02-01 12:53:49 +0200,2016-02-01 12:53:49 +0200
113,24.7489481879814,2016-02-01 13:30:00 +0200,13,2016-02-01 12:53:49 +0200,2016-02-01 12:53:49 +0200
114,15.8806160839811,2016-02-01 13:45:00 +0200,13,2016-02-01 12:53:49 +0200,2016-02-01 12:53:49 +0200
115,46.1740752821918,2016-02-01 14:00:00 +0200,13,2016-02-01 12:53:49 +0200,2016-02-01 12:53:49 +0200
116,5.39930612643034,2016-02-01 14:15:00 +0200,13,2016-02-01 12:53:49 +0200,2016-02-01 12:53:49 +0200
117,21.1568400166089,2016-02-01 14:30:00 +0200,13,2016-02-01 12:53:49 +0200,2016-02-01 12:53:49 +0200
118,32.1111172392019,2016-02-01 14:45:00 +0200,13,2016-02-01 12:53:49 +0200,2016-02-01 12:53:49 +0200
119,28.9131400906488,2016-02-01 15:00:00 +0200,13,2016-02-01 12:53:49 +0200,2016-02-01 12:53:49 +0200
120,23.5382514985495,2016-02-01 15:15:00 +0200,13,2016-02-01 12:53:49 +0200,2016-02-01 12:53:49 +0200
321,23.4406933151984,2016-04-19 10:30:00 +0300,36,2016-04-19 10:16:40 +0300,2016-04-19 10:16:40 +0300
322,31.7599054206964,2016-04-19 10:45:00 +0300,36,2016-04-19 10:16:40 +0300,2016-04-19 10:16:40 +0300
323,14.2260196033331,2016-04-19 11:00:00 +0300,36,2016-04-19 10:16:40 +0300,2016-04-19 10:16:40 +0300
324,9.41956071468009,2016-04-19 11:15:00 +0300,36,2016-04-19 10:16:40 +0300,2016-04-19 10:16:40 +0300
325,47.8521568222659,2016-04-19 11:30:00 +0300,36,2016-04-19 10:16:40 +0300,2016-04-19 10:16:40 +0300
326,42.1182110276927,2016-04-19 11:45:00 +0300,36,2016-04-19 10:16:40 +0300,2016-04-19 10:16:40 +0300
327,9.99997768462481,2016-04-19 12:00:00 +0300,36,2016-04-19 10:16:40 +0300,2016-04-19 10:16:40 +0300
328,38.533582389857,2016-04-19 12:15:00 +0300,36,2016-04-19 10:16:40 +0300,2016-04-19 10:16:40 +0300
329,29.1449758279883,2016-04-19 12:30:00 +0300,36,2016-04-19 10:16:40 +0300,2016-04-19 10:16:40 +0300
330,11.6485486667586,2016-04-19 12:45:00 +0300,36,2016-04-19 10:16:40 +0300,2016-04-19 10:16:40 +0300
131,13.670895674163,2016-02-02 18:00:00 +0200,15,2016-02-02 17:47:27 +0200,2016-02-02 17:47:27 +0200
132,43.3214185439528,2016-02-02 18:15:00 +0200,15,2016-02-02 17:47:27 +0200,2016-02-02 17:47:27 +0200
